ID,Category,Name,Details,URL
1,monitor,LG 18.5 INCH LED GAMING MONITOR (19M38AB),LG 18.5 INCH LED GAMING MONITOR (19M38AB),pcpricetracker.in/gen/products/9df171364c0207326c17c2e6c50cdaf1
2,monitor,"LG 19M38HB - 19 Inch Monitor (5ms Response Time, HD TN Panel, HDMI, D-sub)","LG 19M38HB - 19 Inch Monitor (5ms Response Time, HD TN Panel, HDMI, D-sub)",pcpricetracker.in/gen/products/2dfc4313723fedcf438aef7675726ec6
3,monitor,"HP 24y - 24 Inch Monitor (8ms Response Time, FHD IPS Panel, DVI-D, HDMI, VGA)","HP 24y - 24 Inch Monitor (8ms Response Time, FHD IPS Panel, DVI-D, HDMI, VGA)",pcpricetracker.in/gen/products/ca7e515bddb2814bc9a9700eef62032c
4,monitor,"LG 20M39H - 20 Inch Monitor (5ms Response Time, HD TN Panel, HDMI, D-sub)","LG 20M39H - 20 Inch Monitor (5ms Response Time, HD TN Panel, HDMI, D-sub)",pcpricetracker.in/gen/products/4f6d1c430918b5c1c1ca20dc3997add9
5,monitor,"LG 22MK600M - 22 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-Sub)","LG 22MK600M - 22 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-Sub)",pcpricetracker.in/gen/products/08d5b9dbb025960103535c3ec56ba73d
6,monitor,"LG 22MP68VQ-P - 22 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, FHD IPS Panel, DVI, HDMI,  D-sub)","LG 22MP68VQ-P - 22 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, FHD IPS Panel, DVI, HDMI,  D-sub) @ 22MP68VQ-P",pcpricetracker.in/gen/products/bf76cfaae4109f1871251dacedbef24a
7,monitor,LG 24inch 24BK750Y-B Full HD IPS Monitor Workstation Monitor,LG 24inch 24BK750Y-B Full HD IPS Monitor Workstation Monitor,pcpricetracker.in/gen/products/58183c0b743226fd09a4072bd999c19e
8,monitor,"LG UltraGear 24GL600F-B - 24 Inch Gaming Monitor (AMD FreeSync, 1ms Responce Time, 144Hz Refresh Rate, FHD TN Panel, HDMI, Displayport)","LG UltraGear 24GL600F-B - 24 Inch Gaming Monitor (AMD FreeSync, 1ms Responce Time, 144Hz Refresh Rate, FHD TN Panel, HDMI, Displayport) @ 24GL600F-B",pcpricetracker.in/gen/products/1b7d0597eea0cf69b69454597de550d3
9,monitor,LG 24 inch Black FreeSync Gaming Monitor 24GM79G-B,LG 24 inch Black FreeSync Gaming Monitor 24GM79G-B,pcpricetracker.in/gen/products/375f00ef75f9a068a11d90750661ddca
10,monitor,"LG 24MK430H-B - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, FHD IPS Panel, HDMI, D-Sub)","LG 24MK430H-B - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, FHD IPS Panel, HDMI, D-Sub)",pcpricetracker.in/gen/products/20f7f33122c47bf48bda14ee0c037942
11,monitor,"LG 24MK600M-W - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub)","LG 24MK600M-W - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub)",pcpricetracker.in/gen/products/147312ee719eca166121ebacfa75a447
12,monitor,"LG 24MP59G - 24 Inch 99% sRGB Gaming Monitor (AMD FreeSync, 1ms Response Time, FHD IPS Panel, HDMI, D-sub, Display Port)","LG 24MP59G - 24 Inch 99% sRGB Gaming Monitor (AMD FreeSync, 1ms Response Time, FHD IPS Panel, HDMI, D-sub, Display Port)",pcpricetracker.in/gen/products/74f3688fbd106aefce03c5f9542c1e7d
13,monitor,"LG 24 inch Gaming Monitor - 1ms, 75Hz,Full HD, IPS Panel with VGA, HDMI, Display Port, Heaphone Ports - 24MP59G (Black)","LG 24 inch Gaming Monitor - 1ms, 75Hz,Full HD, IPS Panel with VGA, HDMI, Display Port, Heaphone Ports - 24MP59G (Black)",pcpricetracker.in/gen/products/40c61fb6c46cd531024cac8a7ec70783
14,monitor,LG 24â€³ Virtually Borderless IPS Monitor 24MP88HV,LG 24â€³ Virtually Borderless IPS Monitor 24MP88HV,pcpricetracker.in/gen/products/a9a9f76bebcfa26e30ad9a9f86d4b3bb
15,monitor,"LG 24MP88HV-S - 24 Inch 99% sRGB Monitor (Frameless, FHD IPS Panel, HDMI, D-sub, Speakers)","LG 24MP88HV-S - 24 Inch 99% sRGB Monitor (Frameless, FHD IPS Panel, HDMI, D-sub, Speakers)",pcpricetracker.in/gen/products/a51cadc5dbae3280c3ddbcebbeb5ba60
16,monitor,"LG 24UD58 - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, 4K UHD IPS Panel, HDMI, DisplayPort)","LG 24UD58 - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, 4K UHD IPS Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/7a90a678955bce1b4efe23252820f544
17,monitor,LG 24UD58-B New-4K Monitor,LG 24UD58-B New-4K Monitor,pcpricetracker.in/gen/products/65c0ffd2a35758178926b33b8021ab85
18,monitor,"LG 25UM58 - 25 Inch 99% sRGB Gaming Monitor (5ms Response Time, Frameless, UW-FHD IPS Panel, HDMI)","LG 25UM58 - 25 Inch 99% sRGB Gaming Monitor (5ms Response Time, Frameless, UW-FHD IPS Panel, HDMI)",pcpricetracker.in/gen/products/df7cce455eae8717c07bc9a540042154
19,monitor,"LG UltraGear 27GL650F-B - 27 Inch 99% sRGB Gaming Monitor (Adaptive-Sync, 1ms Responce Time, 144Hz Refresh Rate, FHD IPS Panel, HDMI, Displayport)","LG UltraGear 27GL650F-B - 27 Inch 99% sRGB Gaming Monitor (Adaptive-Sync, 1ms Responce Time, 144Hz Refresh Rate, FHD IPS Panel, HDMI, Displayport) @ 27GL650F-B",pcpricetracker.in/gen/products/deac2a2d9501fe866f61a2794326939c
20,monitor,LG 27GL850 27 INCH ULTRAGEAR NANO IPS 1ms GAMING MONITOR,LG 27GL850 27 INCH ULTRAGEAR NANO IPS 1ms GAMING MONITOR @ 27GL850,pcpricetracker.in/gen/products/d169ff5055ea9d5d10960435c07f5a70
21,monitor,"Acer Aopen 27HC1R - 27 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, 144Hz Refresh Rate, Frameless, FHD VA Panel, DVI, HDMI, DisplayPort)","Acer Aopen 27HC1R - 27 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, 144Hz Refresh Rate, Frameless, FHD VA Panel, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/03eaa5f97031cbc248c8e7b3b374f263
22,monitor,"LG 27MK600M-W - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI)","LG 27MK600M-W - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI)",pcpricetracker.in/gen/products/2786b652d3b22b893a1179a5adef7101
23,monitor,LG 27UK650-W 27 inch 16:9 4K HDR FreeSync IPS Monitor,LG 27UK650-W 27 inch 16:9 4K HDR FreeSync IPS Monitor,pcpricetracker.in/gen/products/b24476d2d1a3a8dff3e1b9b785cae6a7
24,monitor,LG 27â€³ 16:9 4K HDR FreeSync IPS Monitor 27UK850-W,LG 27â€³ 16:9 4K HDR FreeSync IPS Monitor 27UK850-W,pcpricetracker.in/gen/products/e9518073e3092ff2f82920ddd2b48bb8
25,monitor,LG 29UB67 29 inch UltraWide Full HD Business Monitor,LG 29UB67 29 inch UltraWide Full HD Business Monitor,pcpricetracker.in/gen/products/caa118409f9993847945a91ecfd3a1bb
26,monitor,"LG 29UB67-B - 29 INCH 99% sRGB Monitor (5ms Response Time, WFHD IPS Panel, HDMI, DVI-D, Display Port, Speakers)","LG 29UB67-B - 29 INCH 99% sRGB Monitor (5ms Response Time, WFHD IPS Panel, HDMI, DVI-D, Display Port, Speakers)",pcpricetracker.in/gen/products/a671e6959f4413a63ab0690bbd756cc7
27,monitor,"HP 27Y - 27 Inch Monitor (5ms Response Time, FHD IPS Panel, DVI-D, HDMI, VGA)","HP 27Y - 27 Inch Monitor (5ms Response Time, FHD IPS Panel, DVI-D, HDMI, VGA)",pcpricetracker.in/gen/products/b90aaafb63fd231ee740925b7a5a1ad4
28,monitor,"HP 22YH - 22 Inch Monitor (5ms Respose Time, FHD TN Panel, HDMI, VGA)","HP 22YH - 22 Inch Monitor (5ms Respose Time, FHD TN Panel, HDMI, VGA)",pcpricetracker.in/gen/products/1b8c4c44c6966591b7e9c779ab9a7914
29,monitor,"LG 32MN58HM-P - 32 Inch Monitor (8ms Response Time, FHD IPS Panel, HDMI, D-sub, Speakers)","LG 32MN58HM-P - 32 Inch Monitor (8ms Response Time, FHD IPS Panel, HDMI, D-sub, Speakers)",pcpricetracker.in/gen/products/95245ebccdf4e417735a4296b3d468dc
30,monitor,LG 32â€³ 16:9 4K UHD FreeSync LCD Monitor 32UD59-B,LG 32â€³ 16:9 4K UHD FreeSync LCD Monitor 32UD59-B,pcpricetracker.in/gen/products/e5e35eaadbf9ea8798aea596d521ccd4
31,monitor,LG 34UC98-W 34 inch Curved FreeSync IPS Monitor,LG 34UC98-W 34 inch Curved FreeSync IPS Monitor,pcpricetracker.in/gen/products/61c9e3c0f44985c8710beda6aac91859
32,monitor,"HP 22F - 22 Inch Gaming Monitor (AMD FreeSync, 5Ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","HP 22F - 22 Inch Gaming Monitor (AMD FreeSync, 5Ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/85514da01c00db2a6d1964e764419f6f
33,monitor,"HP 24F - 24 Inch Gaming Monitor (AMD FreeSync, 5Ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","HP 24F - 24 Inch Gaming Monitor (AMD FreeSync, 5Ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/25d9405c62dea20c04c019e2921c1ac8
34,monitor,"HP 27F - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","HP 27F - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/aff008b0095621ad9f73b40687384dbd
35,monitor,"HP 20KH - 20 Inch Monitor (5ms Response Time, HD+ TN Panel, HDMI, VGA)","HP 20KH - 20 Inch Monitor (5ms Response Time, HD+ TN Panel, HDMI, VGA)",pcpricetracker.in/gen/products/75762aca799e7d9fe2dfc3fb6cc418e4
36,monitor,"HP 24fw - 24 Inch Gaming Monitor (AMD FreeSync, 7ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA, Speakers)","HP 24fw - 24 Inch Gaming Monitor (AMD FreeSync, 7ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA, Speakers)",pcpricetracker.in/gen/products/87759eedd618a592f8d326d95f280467
37,monitor,"HP 27fw - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA, Speakers)","HP 27fw - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA, Speakers)",pcpricetracker.in/gen/products/1c3a6c1f1f6e003489d2eaf330cc2027
38,monitor,AORUS AD27QD 27 Inch 2K 144Hz FreeSync IPS Monitor,AORUS AD27QD 27 Inch 2K 144Hz FreeSync IPS Monitor,pcpricetracker.in/gen/products/818ec207e81f18795b5fecb53b2bfcd9
39,monitor,"BenQ BL2420PT - 24 Inch 100% sRGB Designer Monitor (5ms Response Time, 2K QHD IPS Panel, D-sub, DVI, HDMI, DisplayPort, Speakers)","BenQ BL2420PT - 24 Inch 100% sRGB Designer Monitor (5ms Response Time, 2K QHD IPS Panel, D-sub, DVI, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/662000c6f65f1a237fda3e4aef7d707b
40,monitor,AOC C24G1 24 INCH CURVE GAMING MONITOR,AOC C24G1 24 INCH CURVE GAMING MONITOR,pcpricetracker.in/gen/products/7335ebf8caba6a27f73adc9854b55aac
41,monitor,"Acer CB271HK - 27 Inch 100% sRGB Gaming Monitor (4ms Response Time, 4K UHD IPS Panel, HDMI, DVI, DisplayPort)","Acer CB271HK - 27 Inch 100% sRGB Gaming Monitor (4ms Response Time, 4K UHD IPS Panel, HDMI, DVI, DisplayPort)",pcpricetracker.in/gen/products/d842265c828b52d314af875ec8c677fe
42,monitor,"Gigabyte Aorus CV27F - 27 Inch Curved RGB Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, FHD VA Panel, HDMI, DisplayPort)","Gigabyte Aorus CV27F - 27 Inch Curved RGB Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, FHD VA Panel, HDMI, DisplayPort) @ CV27F",pcpricetracker.in/gen/products/1669e73a4e95d4fa76c7fec5be2d4a25
43,monitor,"Dell D1918H - 19 Inch Monitor (5ms Responce Time, HD TN Panel, HDMI, VGA)","Dell D1918H - 19 Inch Monitor (5ms Responce Time, HD TN Panel, HDMI, VGA)",pcpricetracker.in/gen/products/6186311e01774d414f2df39e6c39393c
44,monitor,Dell E1715S 17â€³ LED Backlit 5:4 LCD Monitor,Dell E1715S 17â€³ LED Backlit 5:4 LCD Monitor,pcpricetracker.in/gen/products/7ca0a1ea7798a006a1e6a5eb430813ff
45,monitor,DELL E2016HV 20 INCH LCD GAMING MONITOR,DELL E2016HV 20 INCH LCD GAMING MONITOR,pcpricetracker.in/gen/products/416abe450e581653590570f405b86ee8
46,monitor,"Dell E2216HV - 22 Inch Monitor (5ms Response Time, FHD TN Panel, VGA)","Dell E2216HV - 22 Inch Monitor (5ms Response Time, FHD TN Panel, VGA)",pcpricetracker.in/gen/products/3108846290e30e41365ca040388ff0fe
47,monitor,"Dell E2218HN - 22 Inch Monitor (5ms Response Time, FHD TN Panel, HDMI, VGA)","Dell E2218HN - 22 Inch Monitor (5ms Response Time, FHD TN Panel, HDMI, VGA)",pcpricetracker.in/gen/products/09a68acacb285f73bed652f0b67cfdff
48,monitor,Dell E2218HN 22 Inch 5ms Response Time FHD TN Panel Monitor,Dell E2218HN 22 Inch 5ms Response Time FHD TN Panel Monitor,pcpricetracker.in/gen/products/ec688207af120956890ee27a8eac835f
49,monitor,"Dell E2219HN - 22 Inch Monitor (14ms Response Time, FHD IPS Panel, HDMI, VGA)","Dell E2219HN - 22 Inch Monitor (14ms Response Time, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/3c9220c641f71d3527ad1bd47719e464
50,monitor,"AOC E2270SWHN - 22 Inch Monitor (5 ms Response Time, FHD TN Panel, HDMI, D-sub)","AOC E2270SWHN - 22 Inch Monitor (5 ms Response Time, FHD TN Panel, HDMI, D-sub)",pcpricetracker.in/gen/products/5252f7e8826db0e16a3b23084a6bd449
51,monitor,"AOC E970SWN5 - 19 Inch Monitor (5ms Response Time, HD TN Panel, D-sub)","AOC E970SWN5 - 19 Inch Monitor (5ms Response Time, HD TN Panel, D-sub)",pcpricetracker.in/gen/products/fc2c0512a1c58bea5985cb1a11a24f76
52,monitor,"Acer EB321HQ - 32 Inch Monitor (4ms Response Time, FHD IPS Panel, HDMI, VGA)","Acer EB321HQ - 32 Inch Monitor (4ms Response Time, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/c8fc4732066c8b8513ff92f19553a27f
53,monitor,"Acer ED322Q 32 Inch Curved Gaming Monitor (4ms Response Time, Frameless, FHD VA Panel, DVI, HDMI, VGA, Speaker)","Acer ED322Q 32 Inch Curved Gaming Monitor (4ms Response Time, Frameless, FHD VA Panel, DVI, HDMI, VGA, Speaker)",pcpricetracker.in/gen/products/bc7aa3469b1769a5b29eacfad935f5ef
54,monitor,"BenQ EL2870U - 28 Inch Gaming Monitor (AMD FreeSync, HDR, 1ms Response Time, 4K UHD TN Panel, HDMI, DisplayPort, Speakers)","BenQ EL2870U - 28 Inch Gaming Monitor (AMD FreeSync, HDR, 1ms Response Time, 4K UHD TN Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/57cf5194bbaefa09cca42c7824a4f084
55,monitor,"Acer ET221Q - 22 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, VGA)","Acer ET221Q - 22 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, VGA)",pcpricetracker.in/gen/products/4b30548d98c8a4c9b0eb415e413044ca
56,monitor,"Acer ET271 - 27 Inch Monitor (4ms Response Time, Frameless, FHD PLS Panel, HDMI, VGA, Speakers)","Acer ET271 - 27 Inch Monitor (4ms Response Time, Frameless, FHD PLS Panel, HDMI, VGA, Speakers)",pcpricetracker.in/gen/products/f5e00d2fc56406a3db083bac0c68815f
57,monitor,"Acer ET322QK 32 Inch Gaming Monitor (AMD FreeSync, 4ms Response Time, Frameless, 4K UHD VA Panel, HDMI, DisplayPort, Speakers)","Acer ET322QK 32 Inch Gaming Monitor (AMD FreeSync, 4ms Response Time, Frameless, 4K UHD VA Panel, HDMI, DisplayPort, Speakers) @ UM.JE2AA.003",pcpricetracker.in/gen/products/c9e882fbdb20de90c9f142967915b7df
58,monitor,"BenQ EW2480 - 24 Inch Gaming Monitor (AMD FreeSync, HDRi, 5ms Response Time, FHD IPS Panel, Frameless, HDMI, Speakers)","BenQ EW2480 - 24 Inch Gaming Monitor (AMD FreeSync, HDRi, 5ms Response Time, FHD IPS Panel, Frameless, HDMI, Speakers)",pcpricetracker.in/gen/products/30ac9f4e1f954d05b8fba233e710aa64
59,monitor,"BenQ EW2780 - 27 Inch Video Enjoyment Monitor (HDRi, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, Speakers)","BenQ EW2780 - 27 Inch Video Enjoyment Monitor (HDRi, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, Speakers)",pcpricetracker.in/gen/products/a91eca905fa6c73c1d7b5f8a42aeef6f
60,monitor,"BenQ EW2780Q - 27 Inch Video Enjoyment Monitor (HDRi, 5ms Response Time, Frameless, 2K QHD IPS Panel, HDMI, Speakers)","BenQ EW2780Q - 27 Inch Video Enjoyment Monitor (HDRi, 5ms Response Time, Frameless, 2K QHD IPS Panel, HDMI, Speakers) @ EW2780Q",pcpricetracker.in/gen/products/4756d58fabdada08ac62fefaf6e7a408
61,monitor,"BenQ EW3270U - 32 Inch Video Enjoyment Monitor (AMD FreeSync, HDR, 4ms Response Time, Frameless, 4K UHD VA Panel, HDMI, DisplayPort, Speakers)","BenQ EW3270U - 32 Inch Video Enjoyment Monitor (AMD FreeSync, HDR, 4ms Response Time, Frameless, 4K UHD VA Panel, HDMI, DisplayPort, Speakers) @ EW3270U",pcpricetracker.in/gen/products/1cfe7d851ca512234e9a4872b3c38450
62,monitor,"BenQ EW3280U - 32 Inch Gaming Monitor (AMD FreeSync, 5ms Responce Time, HDRi, Frameless, 4K IPS Panel, HDMI, DisplayPort, Speakers)","BenQ EW3280U - 32 Inch Gaming Monitor (AMD FreeSync, 5ms Responce Time, HDRi, Frameless, 4K IPS Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/651904a53f8e4681f00fe557dc6927db
63,monitor,"BenQ MOBIUZ EX2510 - 25 Inch Gaming Monitor (AMD FreeSync, 144Hz Refresh Rate,1ms Response Time, Frameless, FHD IPS Panel, Flicker Free, HDMI, DisplayPort, Speakers)","BenQ MOBIUZ EX2510 - 25 Inch Gaming Monitor (AMD FreeSync, 144Hz Refresh Rate,1ms Response Time, Frameless, FHD IPS Panel, Flicker Free, HDMI, DisplayPort, Speakers) @ EX2510",pcpricetracker.in/gen/products/806141e44c94e87189c1f5efa1d8c759
64,monitor,"BenQ EX2780Q - 27 Inch Gaming Monitor (AMD FreeSync, HDRi, 5ms Response Time, 144Hz Refresh Rate, Frameless, 2K QHD IPS Panel, HDMI, DisplayPort, USB Type-C, Speakers)","BenQ EX2780Q - 27 Inch Gaming Monitor (AMD FreeSync, HDRi, 5ms Response Time, 144Hz Refresh Rate, Frameless, 2K QHD IPS Panel, HDMI, DisplayPort, USB Type-C, Speakers) @ EX2780Q",pcpricetracker.in/gen/products/628af0daa419b97ffb7eed02fc7bfdeb
65,monitor,"GIGABYTE AORUS FI27Q - 27 Inch RGB Tactical Gaming Monitor (Adaptive-Sync, HDR, 1ms Response Time, 165Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPorts)","GIGABYTE AORUS FI27Q - 27 Inch RGB Tactical Gaming Monitor (Adaptive-Sync, HDR, 1ms Response Time, 165Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPorts) @ FI27Q-P",pcpricetracker.in/gen/products/d039f9700efb1d0597c172c068c37600
66,monitor,"MSI Optix G241 - 24 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPort)","MSI Optix G241 - 24 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPort) @ OPTIXG241",pcpricetracker.in/gen/products/5e165cca2ae1e511031408fd1def0639
67,monitor,AOC 24.5-inch LED Gaming Monitor (G2590PX) â€“ Black,AOC 24.5-inch LED Gaming Monitor (G2590PX) â€“ Black,pcpricetracker.in/gen/products/a3100e4ef6a1b10201d04d52b87755b4
68,monitor,"MSI Optix G271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPort)","MSI Optix G271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPort) @ OPTIXG271",pcpricetracker.in/gen/products/d902f9324c8820487b0c7c9f7f0b5864
