ID,Category,Name,Details,URL
69,monitor,"MSI Optix G27C4 - 27 Inch 115% sRGB Curved Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, FHD VA Panel, HDMI, Displayport)","MSI Optix G27C4 - 27 Inch 115% sRGB Curved Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, FHD VA Panel, HDMI, Displayport) @ OPTIX-G27C4",pcpricetracker.in/gen/products/91e739aeef4561bab51353116a9d4ade
70,monitor,"MSI Optix G27CQ4 - 27 Inch Curved Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, WQHD VA Panel, Flicker Free, HDMI, Displayport)","MSI Optix G27CQ4 - 27 Inch Curved Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, WQHD VA Panel, Flicker Free, HDMI, Displayport) @ OPTIX-G27CQ4",pcpricetracker.in/gen/products/0c627c659ae0bfeb6cfa7e1e16a39ada
71,monitor,"GIGABYTE G32QC - 32 Inch Curved Gaming Monitor (AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, Frameless, 2K QHD VA Panel, HDMI, Displayport)","GIGABYTE G32QC - 32 Inch Curved Gaming Monitor (AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, Frameless, 2K QHD VA Panel, HDMI, Displayport) @ G32QC",pcpricetracker.in/gen/products/40f064cbdd2ecca6ede9feb2f801f9ab
72,monitor,"Acer GN246HL 24 Inch 3D Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, DVI, HDMI, VGA)","Acer GN246HL 24 Inch 3D Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, DVI, HDMI, VGA)",pcpricetracker.in/gen/products/97a5ae3f2f78a69dd1ffe9a06841be4a
73,monitor,BENQ GW2283 22 Inch FHD Frameless Monitor GW2283,BENQ GW2283 22 Inch FHD Frameless Monitor GW2283 @ GW2283,pcpricetracker.in/gen/products/675a4e83fa1259eb09974742d155646f
74,monitor,"BenQ GW2480 - 24 Inch Stylish Monitor (5ms Response Time, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)","BenQ GW2480 - 24 Inch Stylish Monitor (5ms Response Time, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers) @ GW2480",pcpricetracker.in/gen/products/803278760a542cb935ba72c7aa91af5d
75,monitor,"BenQ GW2480T - 24 Inch Stylish Monitor (5ms Response Time, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)","BenQ GW2480T - 24 Inch Stylish Monitor (5ms Response Time, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/28c7edd4395e208ca230780dcad2f45d
76,monitor,"BenQ GW2780 - 27 Inch Stylish Monitor (5ms Response Time, Frameless, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)","BenQ GW2780 - 27 Inch Stylish Monitor (5ms Response Time, Frameless, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers) @ GW2780",pcpricetracker.in/gen/products/ba143053d286420bc52e5c304f6ca54b
77,monitor,"BenQ GW2780T - 27 Inch Eye-Care Monitor (5ms Response Time, Frameless, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)","BenQ GW2780T - 27 Inch Eye-Care Monitor (5ms Response Time, Frameless, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/4fc93705a5336e8609c0e1b74e1e70e4
78,monitor,"Acer K222HQL - 22 Inch Monitor (5ms Response Time, FHD TN Panel, VGA, Speaker)","Acer K222HQL - 22 Inch Monitor (5ms Response Time, FHD TN Panel, VGA, Speaker)",pcpricetracker.in/gen/products/46fe8899e5a5f9e62f29a992b2e54337
79,monitor,"ACER KA220HQ 22 Inch Monitor (5ms Response Time, FHD TN Panel, DVI, VGA)","ACER KA220HQ 22 Inch Monitor (5ms Response Time, FHD TN Panel, DVI, VGA)",pcpricetracker.in/gen/products/509aa55e946d46326108866cadab046e
80,monitor,"Acer KA240H 24 Inch Monitor (5ms Response Time, FHD TN Panel, HDMI, D-sub)","Acer KA240H 24 Inch Monitor (5ms Response Time, FHD TN Panel, HDMI, D-sub)",pcpricetracker.in/gen/products/5de0396408cd953a65924db91499997d
81,monitor,Acer 24 Inch KG241QS AMD FreeSync 0.5ms Response Time 165Hz Refresh Rate Gaming Monitor,Acer 24 Inch KG241QS AMD FreeSync 0.5ms Response Time 165Hz Refresh Rate Gaming Monitor @ UM.UX1EE.S01,pcpricetracker.in/gen/products/9410f37c3af950bec8b56ea67e51be5d
82,monitor,"Acer KG271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 240Hz Refresh Rate, Frameless, FHD TN Panel, HDMI, DisplayPort, Speakers)","Acer KG271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 240Hz Refresh Rate, Frameless, FHD TN Panel, HDMI, DisplayPort, Speakers) @ UM-HX1SI-B01",pcpricetracker.in/gen/products/c412b32fa9a06951aa4df0424f82a1f3
83,monitor,"Acer KG271C - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD TN Panel, HDMI, DVI, DisplayPort, Speakers)","Acer KG271C - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD TN Panel, HDMI, DVI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/9354d509a622af94cc5be3a17e57914f
84,monitor,"ACER KG281K â€“ 28 Inch Gaming Monitor (Amd Freesync, 1ms Response Time, 4K UHD TN Panel, HDMI, Speakers)","ACER KG281K â€“ 28 Inch Gaming Monitor (Amd Freesync, 1ms Response Time, 4K UHD TN Panel, HDMI, Speakers)",pcpricetracker.in/gen/products/043fa6cc3aff5ddbc4c2487bfb266864
85,monitor,SAMSUNG 23.6 INCH CURVED WITH 1800R FUll HD LED GAMING MONITOR (LC24F390FHWXXL),SAMSUNG 23.6 INCH CURVED WITH 1800R FUll HD LED GAMING MONITOR (LC24F390FHWXXL),pcpricetracker.in/gen/products/847763566ef62a0cea5d9235e7d1a079
86,monitor,"Samsung LC24F392FHWXXL - 24 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, FHD VA Panel, HDMI, D-sub)","Samsung LC24F392FHWXXL - 24 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, FHD VA Panel, HDMI, D-sub)",pcpricetracker.in/gen/products/611e4755c3d2b0e989b84ed30eb1e450
87,monitor,SAMSUNG LC24FG73FQWXXL 23.5â€³ INCH CURVED WITH 1800R FUll HD LED MONITOR,SAMSUNG LC24FG73FQWXXL 23.5â€³ INCH CURVED WITH 1800R FUll HD LED MONITOR,pcpricetracker.in/gen/products/f9023f2fc39854264e94b8111edd3236
88,monitor,SAMSUNG LC24RG50FQUWXXL 23.5â€³ INCH CURVED WITH 1800R FUll HD LED MONITOR,SAMSUNG LC24RG50FQUWXXL 23.5â€³ INCH CURVED WITH 1800R FUll HD LED MONITOR,pcpricetracker.in/gen/products/0de7c3adb8073afe458690cafc156f88
89,monitor,"Samsung LC24RG50FQWXXL 24 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, 144Hz Refresh Rate, FHD VA Panel, DisplayPort, HDMI)","Samsung LC24RG50FQWXXL 24 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, 144Hz Refresh Rate, FHD VA Panel, DisplayPort, HDMI) @ LC24RG50FQWXXL",pcpricetracker.in/gen/products/fcfa467f9ba017bddb22f217afd97cab
90,monitor,SAMSUNG LC27F390FHWXXL 27 CURVED WITH 1800R FUll HD LED GAMING MONITOR,SAMSUNG LC27F390FHWXXL 27 CURVED WITH 1800R FUll HD LED GAMING MONITOR,pcpricetracker.in/gen/products/e5c2fe0fb2cb6b0e3b40d3851bc66135
91,monitor,SAMSUNG 27 INCH CURVED FULL HD 1800R LED MONITOR,SAMSUNG 27 INCH CURVED FULL HD 1800R LED MONITOR @ LC27F591FDWXXL,pcpricetracker.in/gen/products/20ae38c9327d890a5a251574a0798761
92,monitor,SAMSUNG LC27FG73FQWXXL 27â€³ INCH CURVED WITH 1800R FUll HD LED MONITOR,SAMSUNG LC27FG73FQWXXL 27â€³ INCH CURVED WITH 1800R FUll HD LED MONITOR,pcpricetracker.in/gen/products/97237028120840eae9586290e7f893fa
93,monitor,"Samsung Odyssey G5 LC27G55TQWWXXL - 27 Inch Curved Gaming Monitor (1000R Curved, AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Flicker Free, WQHD VA Panel, HDMI, Display Port)","Samsung Odyssey G5 LC27G55TQWWXXL - 27 Inch Curved Gaming Monitor (1000R Curved, AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Flicker Free, WQHD VA Panel, HDMI, Display Port)",pcpricetracker.in/gen/products/6ae4efd2b47dc3fa436e0d838e14623a
94,monitor,"Samsung LC27JG54QQWXXL - 27 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, 144Hz Refresh Rate, WQHD VA Panel, HDMI, Display Port)","Samsung LC27JG54QQWXXL - 27 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, 144Hz Refresh Rate, WQHD VA Panel, HDMI, Display Port)",pcpricetracker.in/gen/products/fc6e8037b6003836569f86349df4ce8f
95,monitor,"Samsung LC27RG50FQWXXL - 27 Inch Curved Gaming Monitor (1500R Curved, Nvidia G-Sync, 4ms Response Time, 240Hz Refresh Rate, FHD VA Panel, HDMI, Display Port)","Samsung LC27RG50FQWXXL - 27 Inch Curved Gaming Monitor (1500R Curved, Nvidia G-Sync, 4ms Response Time, 240Hz Refresh Rate, FHD VA Panel, HDMI, Display Port)",pcpricetracker.in/gen/products/ec47bfa6312b98f27e7b19bc80287e4f
96,monitor,Samsung LC27T550 27â€³ FHD Curved Monitor,Samsung LC27T550 27â€³ FHD Curved Monitor,pcpricetracker.in/gen/products/ff249c9508ba724ec8d5a1c7d1f96ee6
97,monitor,"Samsung LC27T550FDWXXL - 27 Inch Curved Gaming Monitor (1000R Curved, AMD FreeSync, 4ms Response Time, Flicker Free, FHD VA Panel, HDMI, Display Port, Speakers)","Samsung LC27T550FDWXXL - 27 Inch Curved Gaming Monitor (1000R Curved, AMD FreeSync, 4ms Response Time, Flicker Free, FHD VA Panel, HDMI, Display Port, Speakers)",pcpricetracker.in/gen/products/ab7f031efb1b93ea79c467edc5084eb1
98,monitor,"Samsung LC32F39MFUWXXL - 32 Inch Curved Monitor (1800R Curved, 4ms Response Time, FHD UHD VA Panel, HDMI, Speaker)","Samsung LC32F39MFUWXXL - 32 Inch Curved Monitor (1800R Curved, 4ms Response Time, FHD UHD VA Panel, HDMI, Speaker)",pcpricetracker.in/gen/products/f4a94b04fdb89a9334cd761857499972
99,monitor,Samsung 49inch Curved Gaming Monitor LC49RG90SSWXXL,Samsung 49inch Curved Gaming Monitor LC49RG90SSWXXL,pcpricetracker.in/gen/products/3bb65f9cf70ce9c42429b4cad48b5e47
100,monitor,"Samsung LF22T350FHWXXL - 22 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, FHD IPS Panel, HDMI)","Samsung LF22T350FHWXXL - 22 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, FHD IPS Panel, HDMI)",pcpricetracker.in/gen/products/4c548f3b66e93db0d02cecc55f874667
101,monitor,"Samsung LF24T352FHWXXL - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI)","Samsung LF24T352FHWXXL - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI)",pcpricetracker.in/gen/products/0cd42cac861284921ce59ac05faa96a9
102,monitor,"Samsung LS22F350FHWXXL 22 Inch 99% sRGB Gaming Monitor (AMD FreeSync, 5ms Response Time, 60Hz Refresh Rate, FHD TN Panel, HDMI, D-Sub)","Samsung LS22F350FHWXXL 22 Inch 99% sRGB Gaming Monitor (AMD FreeSync, 5ms Response Time, 60Hz Refresh Rate, FHD TN Panel, HDMI, D-Sub)",pcpricetracker.in/gen/products/6150b14768883d2c0119047c5cf3bc51
103,monitor,"Samsung LS22R350FHWXXL - 22 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-Sub)","Samsung LS22R350FHWXXL - 22 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-Sub)",pcpricetracker.in/gen/products/85820f7a9c9f07f1650e01c99a409f8b
104,monitor,SAMSUNG LS24D300HS/XL 24 INCH LED GAMING MONITOR,SAMSUNG LS24D300HS/XL 24 INCH LED GAMING MONITOR,pcpricetracker.in/gen/products/7643d4d32c57551878ac821bb2f76c82
105,monitor,"Samsung LS24R350FHWXXL - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, FHD IPS Panel, HDMI, D-Sub)","Samsung LS24R350FHWXXL - 24 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, FHD IPS Panel, HDMI, D-Sub)",pcpricetracker.in/gen/products/294859e0401125a728b86a29cabeddd8
106,monitor,SAMSUNG 23.5 INCH LED WITH AH IPS GAMING MONITOR (LS27F350FHWXXL),SAMSUNG 23.5 INCH LED WITH AH IPS GAMING MONITOR (LS27F350FHWXXL),pcpricetracker.in/gen/products/bf8ef87b37ed8f03970e52414323ae66
107,monitor,SAMSUNG LU28E590DS/XL 28 INCH UHD LED GAMING MONITOR,SAMSUNG LU28E590DS/XL 28 INCH UHD LED GAMING MONITOR,pcpricetracker.in/gen/products/eaa15ca30546623108aabe11933eda4f
108,monitor,"Samsung LU32J590UQWXXL - 32 Inch Business Monitor (Amd Freesync, 4ms Response Time, 4K UHD VA Panel, DisplayPort, HDMI)","Samsung LU32J590UQWXXL - 32 Inch Business Monitor (Amd Freesync, 4ms Response Time, 4K UHD VA Panel, DisplayPort, HDMI)",pcpricetracker.in/gen/products/d48753cf2df07d25c220ffd3cd2ccfc1
109,monitor,MSI Optix MAG241C 24 Inch 115% sRGB Curved Gaming Monitor (AMD FreeSync/1ms Response Time/144Hz Refresh Rate/FHD VA Panel),MSI Optix MAG241C 24 Inch 115% sRGB Curved Gaming Monitor (AMD FreeSync/1ms Response Time/144Hz Refresh Rate/FHD VA Panel) @ MAG241C,pcpricetracker.in/gen/products/5c96a6fd6d552e1d57c1b4c26dc1ed69
110,monitor,Dell P2419HC 23.8â€³ 16:9 Ultrathin Bezel IPS Monitor,Dell P2419HC 23.8â€³ 16:9 Ultrathin Bezel IPS Monitor,pcpricetracker.in/gen/products/eae16be8766441b39b672b7b84525f46
111,monitor,"Asus ProArt Display PA278QV - 27 Inch 100% sRGB Professional Monitor (5ms Response Time, Frameless, Flicker Free, WQHD IPS Panel, HDMI, DisplayPort, Speakers)","Asus ProArt Display PA278QV - 27 Inch 100% sRGB Professional Monitor (5ms Response Time, Frameless, Flicker Free, WQHD IPS Panel, HDMI, DisplayPort, Speakers) @ PA278QV",pcpricetracker.in/gen/products/fc7be83c4d297ce311d9f31a02bc51dc
112,monitor,ASUS ProArt PA27AC 27-Inch Screen LED-Lit Monitor,ASUS ProArt PA27AC 27-Inch Screen LED-Lit Monitor,pcpricetracker.in/gen/products/8be497a73c75100b61f1e2f22c7ab0d1
113,monitor,"ASUS PB287Q - 28 Inch Gaming Monitor (1ms Response Time, 4K UHD TN Panel, HDMI, DisplayPort, Speakers)","ASUS PB287Q - 28 Inch Gaming Monitor (1ms Response Time, 4K UHD TN Panel, HDMI, DisplayPort, Speakers) @ PB287Q",pcpricetracker.in/gen/products/4886b74d60af7e2de0f19513f60a9092
114,monitor,"BenQ PD2500Q - 25 Inch 100% sRGB Designer Monitor (4ms Response Time, 2K QHD IPS Panel, Flicker-Free, HDMI, DisplayPort, Speakers)","BenQ PD2500Q - 25 Inch 100% sRGB Designer Monitor (4ms Response Time, 2K QHD IPS Panel, Flicker-Free, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/954da43b8a184c3b26426515f48c2b8a
115,monitor,"BenQ PD2700Q - 27 Inch 100% sRGB Designer Monitor (4ms Response Time, 2K QHD IPS Panel, HDMI, DisplayPort, Mini DisplayPort, Spekers)","BenQ PD2700Q - 27 Inch 100% sRGB Designer Monitor (4ms Response Time, 2K QHD IPS Panel, HDMI, DisplayPort, Mini DisplayPort, Spekers)",pcpricetracker.in/gen/products/3213a5761a8f22fc80ca1200b9895324
116,monitor,"BenQ PD2700U - 27 Inch 100% sRGB Designer Monitor (5ms Response Time, Frameless, 4K UHD IPS Panel, HDMI, DisplayPort, Mini DisplayPort, Speakers)","BenQ PD2700U - 27 Inch 100% sRGB Designer Monitor (5ms Response Time, Frameless, 4K UHD IPS Panel, HDMI, DisplayPort, Mini DisplayPort, Speakers) @ PD2700U",pcpricetracker.in/gen/products/1d55d8f6cd8b9b8e8fe541f050ad7b8b
117,monitor,"BenQ PD3200Q - 32 Inch 100% sRGB Designer Monitor (4ms Responce Time, 2K QHD VA Panel, DVI, HDMI, DisplayPort, Mini DisplayPort, Speakers)","BenQ PD3200Q - 32 Inch 100% sRGB Designer Monitor (4ms Responce Time, 2K QHD VA Panel, DVI, HDMI, DisplayPort, Mini DisplayPort, Speakers)",pcpricetracker.in/gen/products/22694eb05b3d6efccccb614f823ba53f
118,monitor,Benq 32 inch DesignVue Designer Monitor with 4K UHD-sRGB PD3200U,Benq 32 inch DesignVue Designer Monitor with 4K UHD-sRGB PD3200U,pcpricetracker.in/gen/products/42a689b4daf87cf70eabb61d891a1bbc
119,monitor,BenQ PD3220U DesignVue Designer 31.5â€³ 16:9 HDR 4K IPS Monitor,BenQ PD3220U DesignVue Designer 31.5â€³ 16:9 HDR 4K IPS Monitor,pcpricetracker.in/gen/products/5b5e5dd6f33a21c8683944118b2b7dc3
120,monitor,"BenQ PV270 - 27 Inch 100% sRGB Video Post-Production Monitor (5ms Response Time, 2K QHD IPS Panel, DVI, HDMI, DisplayPort, Mini DisplayPort)","BenQ PV270 - 27 Inch 100% sRGB Video Post-Production Monitor (5ms Response Time, 2K QHD IPS Panel, DVI, HDMI, DisplayPort, Mini DisplayPort)",pcpricetracker.in/gen/products/cf4a54e7d11d6a2f7b5477e1d3170a13
121,monitor,"Acer Nitro QG221Q 22 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD VA Panel, HDMI, VGA)","Acer Nitro QG221Q 22 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD VA Panel, HDMI, VGA)",pcpricetracker.in/gen/products/7079693ebb99a856c4fdc84746361edc
122,monitor,"Acer S271HL H - 27 Inch Monitor (1ms Response Time, FHD TN Panel, HDMI, VGA)","Acer S271HL H - 27 Inch Monitor (1ms Response Time, FHD TN Panel, HDMI, VGA)",pcpricetracker.in/gen/products/a744c2812f128af2b32dcc3ebf369969
123,monitor,"Dell SE2219HX - 22 Inch Monitor (8ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","Dell SE2219HX - 22 Inch Monitor (8ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/a3c004cb4a526c1df954935e04d0ed5e
124,monitor,Dell SE2419H 24 inch FHD IPS Monitor For Work And Entertainment,Dell SE2419H 24 inch FHD IPS Monitor For Work And Entertainment,pcpricetracker.in/gen/products/1075a9d66fe60b62ee6ba8da096026a9
125,monitor,"Dell SE2719H - 27 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","Dell SE2719H - 27 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/ce408083716321816fc592198bbf1b6d
126,monitor,"BenQ SW240 - 24 Inch 100% sRGB Photographer Monitor (5ms Responce Time, Frameless, WUXGA IPS Panel, DVI, HDMI, DisplayPort)","BenQ SW240 - 24 Inch 100% sRGB Photographer Monitor (5ms Responce Time, Frameless, WUXGA IPS Panel, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/1f71deadd3132bcbf326197c0ce791b5
127,monitor,"BenQ SW2700PT - 27 Inch 100% sRGB Photographer Monitor (5ms Response Time, 2K QHD IPS Panel, DVI, HDMI, DisplayPort)","BenQ SW2700PT - 27 Inch 100% sRGB Photographer Monitor (5ms Response Time, 2K QHD IPS Panel, DVI, HDMI, DisplayPort) @ SW2700PT",pcpricetracker.in/gen/products/99b9af0f5b0c0a3cd58e20ab0615d39c
128,monitor,"BenQ SW270C - 27 Inch 100% sRGB Photo Editing Monitor (5ms Responce Time, 2K QHD IPS Panel, HDMI, DisplayPort, USB Type-C)","BenQ SW270C - 27 Inch 100% sRGB Photo Editing Monitor (5ms Responce Time, 2K QHD IPS Panel, HDMI, DisplayPort, USB Type-C)",pcpricetracker.in/gen/products/4f4160c8e635a418d24fad705a7b8a52
129,monitor,"HP 19KA - 19 Inch Monitor (5ms Response Time, HD TN Panel, VGA)","HP 19KA - 19 Inch Monitor (5ms Response Time, HD TN Panel, VGA)",pcpricetracker.in/gen/products/4e90c904b7eef8714265feac49c701b8
130,monitor,Dell U2415 Black 24.1 inch 6ms (GTG) Dual HDMI Widescreen LCD Monitor,Dell U2415 Black 24.1 inch 6ms (GTG) Dual HDMI Widescreen LCD Monitor,pcpricetracker.in/gen/products/e5c94ce0744d6cf45778c7ba1cc52a9c
131,monitor,"DELL U2419H 24 INCH 99% SRGB MONITOR (5MS RESPONSE TIME, FRAMELESS, FHD IPS PANEL, HDMI, DISPLAYPORT)","DELL U2419H 24 INCH 99% SRGB MONITOR (5MS RESPONSE TIME, FRAMELESS, FHD IPS PANEL, HDMI, DISPLAYPORT)",pcpricetracker.in/gen/products/1217a0d60750cb6efe147437cdf513cf
132,monitor,Acer NITRO VG0 VG270 27 Inch,Acer NITRO VG0 VG270 27 Inch,pcpricetracker.in/gen/products/246425e3e435b6dc5feef73d0d93c884
133,monitor,Acer KG1 27 inch 144 Hz Gaming Monitor KG271C UM.HX1SI.C01,Acer KG1 27 inch 144 Hz Gaming Monitor KG271C UM.HX1SI.C01,pcpricetracker.in/gen/products/cc8c4245b6cb69fb24e0e73608db9085
