ID,Category,Name,Details,URL
134,monitor,"Acer ED242QR 24 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, Frameless, FHD VA Panel, HDMI, VGA)","Acer ED242QR 24 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, Frameless, FHD VA Panel, HDMI, VGA) @ UM.UE2SI.A01",pcpricetracker.in/gen/products/0d8eeea5fb622db90a802fa9ac387a83
136,monitor,"ASUS VA24EHE 24 Inch Gaming Monitor (Adaptive-Sync, 5ms Response Time, Frameless, FHD, IPS Panel, DVI, HDMI, D-Sub)","ASUS VA24EHE 24 Inch Gaming Monitor (Adaptive-Sync, 5ms Response Time, Frameless, FHD, IPS Panel, DVI, HDMI, D-Sub)",pcpricetracker.in/gen/products/a2b341e3295cadbd12a5625e65b382d1
137,monitor,Acer Nitro VG240P 144Hz Full HD IPS Gaming Monitor,Acer Nitro VG240P 144Hz Full HD IPS Gaming Monitor,pcpricetracker.in/gen/products/95d02a14772cb443b19d08db482f1a48
138,monitor,"Acer VG240Y - 24 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA, Speakers)","Acer VG240Y - 24 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA, Speakers)",pcpricetracker.in/gen/products/51aa8e3428bd138f1b08d39a5f7310cb
139,monitor,ACER NITRO VG 24 INCH FULL HD VG240YPBIIP GAMING MONITOR,ACER NITRO VG 24 INCH FULL HD VG240YPBIIP GAMING MONITOR @ VG240YPBIIP,pcpricetracker.in/gen/products/9f44ff7cdb18d64a3ba121aa21d92b87
140,monitor,"ASUS VG248QE - 24 Inch 3D Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort, DVI-D, Speakers)","ASUS VG248QE - 24 Inch 3D Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort, DVI-D, Speakers)",pcpricetracker.in/gen/products/b25c1a35e11c2aa888d2bf02401a0141
141,monitor,"ASUS VG258QR - 25 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers)","ASUS VG258QR - 25 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers) @ VG258Q",pcpricetracker.in/gen/products/e039821bd918afc35802dba117157617
142,monitor,"ASUS TUF GAMING VG259Q - 25 Inch Gaming Monitor (Adaptive-Sync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD, IPS Panel, HDMI, DisplayPort, Speakers)","ASUS TUF GAMING VG259Q - 25 Inch Gaming Monitor (Adaptive-Sync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD, IPS Panel, HDMI, DisplayPort, Speakers) @ TUF-GAMING-VG259Q",pcpricetracker.in/gen/products/e470cacfc6db2b6facf042ea33967432
143,monitor,Acer Nitro VG270P IPS 27 inch 144Hz Free Sync Gaming Monitor,Acer Nitro VG270P IPS 27 inch 144Hz Free Sync Gaming Monitor @ N-UM.HV0SS.P03,pcpricetracker.in/gen/products/f781f43128b97aa142bad2f2d57c84c2
144,monitor,Acer VG271U 27 Inch 100% sRGB Gaming Monitor (AMD FreeSync/1ms Response Time/144Hz Refresh Rate/2K WQHD IPS Panel),Acer VG271U 27 Inch 100% sRGB Gaming Monitor (AMD FreeSync/1ms Response Time/144Hz Refresh Rate/2K WQHD IPS Panel) @ UM.HV1SI.P01,pcpricetracker.in/gen/products/cb5854dfee0e0e1fb67bb5f42dff8647
145,monitor,"ASUS VG278QR - 27 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers)","ASUS VG278QR - 27 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/7ff41a75edb95cbb21d5be27c8091f2d
146,monitor,"ASUS TUF GAMING VG279QM 27 Inch Gaming Monitor (Nvidia G-Sync, HDR, 1ms Response Time, 280Hz Refresh Rate, Frameless, FHD, IPS Panel, HDMI, DisplayPort, Speakers)","ASUS TUF GAMING VG279QM 27 Inch Gaming Monitor (Nvidia G-Sync, HDR, 1ms Response Time, 280Hz Refresh Rate, Frameless, FHD, IPS Panel, HDMI, DisplayPort, Speakers) @ VG279AQ",pcpricetracker.in/gen/products/2344edfd269b67ec11bb28ad2cd497ac
147,monitor,ASUS VG27AQL1A 27 inch WQHD TUF Gaming  Gaming Monitor,ASUS VG27AQL1A 27 inch WQHD TUF Gaming  Gaming Monitor,pcpricetracker.in/gen/products/4c139d9887686d40d1001aaaad9e8d6c
148,monitor,"ASUS VP228H - 22 Inch Gaming Monitor (1ms Response Time, FHD TN Panel, DVI-D, HDMI, D-sub, Speakers)","ASUS VP228H - 22 Inch Gaming Monitor (1ms Response Time, FHD TN Panel, DVI-D, HDMI, D-sub, Speakers)",pcpricetracker.in/gen/products/2d7c6afbe79a998dcc88ceab37273e33
149,monitor,Viewsonic 24 inch VP2468 IPS Professional Monitor,Viewsonic 24 inch VP2468 IPS Professional Monitor,pcpricetracker.in/gen/products/18e3b5a24ad91b8c30ab9fd3541ae68f
150,monitor,"ASUS VZ229H - 22 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub, Speakers)","ASUS VZ229H - 22 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub, Speakers)",pcpricetracker.in/gen/products/f088fc3e06d8fb3ed9d2d38d61f7e60b
151,monitor,"ASUS VZ249H - 24 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-Sub, Speakers)","ASUS VZ249H - 24 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-Sub, Speakers)",pcpricetracker.in/gen/products/44303cf18f3af2d3d3c532fef0b80658
152,monitor,"ASUS VZ279HE - 27 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub)","ASUS VZ279HE - 27 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub)",pcpricetracker.in/gen/products/73af9fa3d9f89f2999eada3a3d903e75
153,monitor,"Acer Predator XB271HU - 27 Inch Gaming Monitor (Nvidia G-Sync, 4Ms Response Time, 144Hz Refresh Rate, 2K WQHD IPS Panel, HDMI, DisplayPort, Speakers)","Acer Predator XB271HU - 27 Inch Gaming Monitor (Nvidia G-Sync, 4Ms Response Time, 144Hz Refresh Rate, 2K WQHD IPS Panel, HDMI, DisplayPort, Speakers) @ XB271HU",pcpricetracker.in/gen/products/ae39e4df9e8a63e6c011ed095a97c96d
154,monitor,"ViewSonic XG2405 - 24 Inch Gaming Monitor (AMD FreesSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPort, Speakers)","ViewSonic XG2405 - 24 Inch Gaming Monitor (AMD FreesSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/a72194cda284f3baa02f1a9ae8fc2d6f
155,monitor,"ASUS ROG Strix XG248Q - 24 Inch Gaming Monitor (Nvidia G-Sync, 1ms Response Time, 240Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort)","ASUS ROG Strix XG248Q - 24 Inch Gaming Monitor (Nvidia G-Sync, 1ms Response Time, 240Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/daf45d354909724f9465f63ab2d32f48
156,monitor,"ASUS ROG Strix XG32VQ - 32 Inch 125% sRGB Curved Gaming Monitor (1800R Curved, Adaptive Sync, 4ms Response Time, 144Hz Refresh Rate, Frameless, 2K WQHD VA Panel, HDMI, DisplayPort)","ASUS ROG Strix XG32VQ - 32 Inch 125% sRGB Curved Gaming Monitor (1800R Curved, Adaptive Sync, 4ms Response Time, 144Hz Refresh Rate, Frameless, 2K WQHD VA Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/edb2012c5c61037804d8df26d793ed2f
157,monitor,"BenQ Zowie XL2411K - 24 Inch Gaming Monitor (144Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort)","BenQ Zowie XL2411K - 24 Inch Gaming Monitor (144Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort) @ XL2411K",pcpricetracker.in/gen/products/055e98575708b88b1dfd613473fdf5f3
158,monitor,"BenQ Zowie XL2411P - 24 Inch e-Sports Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, DVI, HDMI, DisplayPort)","BenQ Zowie XL2411P - 24 Inch e-Sports Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, DVI, HDMI, DisplayPort) @ XL2411P",pcpricetracker.in/gen/products/8b0fdea27744a0edd552454aefb2b942
159,monitor,"BenQ Zowie XL2546 - 25 Inch e-Sports Gaming Monitor (1ms Response Time, 240Hz Refresh Rate, FHD TN Panel, DVI, HDMI, DisplayPort)","BenQ Zowie XL2546 - 25 Inch e-Sports Gaming Monitor (1ms Response Time, 240Hz Refresh Rate, FHD TN Panel, DVI, HDMI, DisplayPort) @ XL2546",pcpricetracker.in/gen/products/7f1d4127444297f420dee83ca694700b
160,monitor,"BenQ Zowie XL2546K - 25 Inch Gaming Monitor (0.5ms Response Time, 240Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort)","BenQ Zowie XL2546K - 25 Inch Gaming Monitor (0.5ms Response Time, 240Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort) @ XL2546K",pcpricetracker.in/gen/products/c84975c821c9971e0848026930c32edb
161,monitor,"BenQ Zowie XL2720 - 27 Inch e-Sports Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, D-sub, DVI, HDMI, DisplayPort)","BenQ Zowie XL2720 - 27 Inch e-Sports Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, D-sub, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/c36e0014f38f2710a3a5dd330c0a1a7e
162,monitor,"BenQ Zowie XL2731 - 27 Inch e-Sports Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, DVI, HDMI, DisplayPort)","BenQ Zowie XL2731 - 27 Inch e-Sports Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/af40f432618e56a281eaa540483beb76
163,monitor,"BenQ ZOWIE XL2746S - 27 Inch e-Sports Gaming Monitor (AMD FreeSync, 0.5ms Response Time, 240Hz Refresh Rate, FHD TN Panel, DVI-DL, HDMI, DisplayPort, Speaker)","BenQ ZOWIE XL2746S - 27 Inch e-Sports Gaming Monitor (AMD FreeSync, 0.5ms Response Time, 240Hz Refresh Rate, FHD TN Panel, DVI-DL, HDMI, DisplayPort, Speaker) @ XL2746S",pcpricetracker.in/gen/products/675e81f51c6832d45cf0a5ab6adab05f
164,monitor,"Acer KG271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD TN Panel, HDMI, VGA, Speakers)","Acer KG271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD TN Panel, HDMI, VGA, Speakers)",pcpricetracker.in/gen/products/d515f6100a021b208d86bb5c41b5fa63
165,monitor,LG 22MN430M-B - 22 Inch Gaming Monitor (AMD ,"LG 22MN430M-B - 22 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, FHD IPS Panel, HDMI, D-Sub)",pcpricetracker.in/gen/products/b14bd81a3c08b7531735fd110ab8b9c6
166,monitor,"HP V19e - 19 Inch Monitor (5ms Response Time, HD TN Panel, HDMI, VGA)","HP V19e - 19 Inch Monitor (5ms Response Time, HD TN Panel, HDMI, VGA)",pcpricetracker.in/gen/products/c16395a33793dd3ddaf3820b51cd3a79
167,monitor,Dell UltraSharp U2412M 24 Inch Screen LED Monitor,Dell UltraSharp U2412M 24 Inch Screen LED Monitor,pcpricetracker.in/gen/products/c1845315c751000b9d7fd6f75e9f4756
168,monitor,"Acer ED273UR P - 27 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, 144Hz Refresh Rate, Frameless, Flicker Free, WQHD VA Panel, DVI, HDMI, DisplayPort)","Acer ED273UR P - 27 Inch Curved Gaming Monitor (1800R Curved, AMD FreeSync, 4ms Response Time, 144Hz Refresh Rate, Frameless, Flicker Free, WQHD VA Panel, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/ef7ecbb6f3f38d94527a2c2c2ec422d9
169,monitor,"Acer EK240Y - 24 Inch Monitor (5ms Response Time, FHD IPS Panel, HDMI, VGA)","Acer EK240Y - 24 Inch Monitor (5ms Response Time, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/cb2a8cf3c058236be594b9e9ee21e01a
170,monitor,"Acer RT240Y - 24 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, DVI, HDMI, D-sub, Speakers)","Acer RT240Y - 24 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, DVI, HDMI, D-sub, Speakers)",pcpricetracker.in/gen/products/7c20295bf87c2316673ecfb181d9bf88
171,monitor,"Acer SA240Y - 24 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","Acer SA240Y - 24 Inch Monitor (4ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/d08b50a040ef1bb2f9c0cec9ca764244
172,monitor,ViewSonic VX2476-smhd 24 inch frameless IPS Monitor,ViewSonic VX2476-smhd 24 inch frameless IPS Monitor @ VX2476-smhd,pcpricetracker.in/gen/products/6c302b30356a5981f5c6d7a948b529bc
173,monitor,ViewSonic VA2418-SH 24â€1080p IPS Monitor,ViewSonic VA2418-SH 24â€1080p IPS Monitor @ VA2418-SH,pcpricetracker.in/gen/products/c95f523bdba0d3899d4b0a1cbbaffb16
174,monitor,ViewSonic VA2718-SH 27â€ 1080p IPS Monitor,ViewSonic VA2718-SH 27â€ 1080p IPS Monitor @ VA2718-SH,pcpricetracker.in/gen/products/f4cf2a8de53185baf9ad7436363810b1
175,monitor,Viewsonic 24 inch VX2457-MHD Gaming TN Monitor,Viewsonic 24 inch VX2457-MHD Gaming TN Monitor @ VX2457-MHD,pcpricetracker.in/gen/products/36eff15c22469f7e0ebc5f5331fbb624
176,monitor,Viewsonic 27 inch VX2776-SMHD IPS Monitor,Viewsonic 27 inch VX2776-SMHD IPS Monitor @ VX2776-SMHD,pcpricetracker.in/gen/products/f5890b8c376b68cd092dd004c23afd40
177,monitor,Viewsonic 32 inch VX3276-2K-MHD IPS Monitor,Viewsonic 32 inch VX3276-2K-MHD IPS Monitor @ VX3276-2K-MHD,pcpricetracker.in/gen/products/59aa38bbe6217d657b8be4e152c033d2
178,monitor,Viewsonic 23.6 inch TD2421 Touch Monitor,Viewsonic 23.6 inch TD2421 Touch Monitor @ TD2421,pcpricetracker.in/gen/products/fefe2a7d7fd9bd8399dbc3238aa6a6af
179,monitor,"Msi Optix G24C4 - 24 Inch Curved Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, Flicker Free, FHD IPS Panel, HDMI, DisplayPort)","Msi Optix G24C4 - 24 Inch Curved Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, Flicker Free, FHD IPS Panel, HDMI, DisplayPort) @ OPTIX-G24C4",pcpricetracker.in/gen/products/884e106eaa29148c6095d17c0f3896fd
180,monitor,"Msi PRO MP241 - 24 Inch Professional Monitor (7ms Response Time, FHD IPS Panel, HDMI)","Msi PRO MP241 - 24 Inch Professional Monitor (7ms Response Time, FHD IPS Panel, HDMI) @ MP241",pcpricetracker.in/gen/products/bea11ad3205635de859c576f834f5f51
181,monitor,LG 27 Inch UltraFine 5K IPS Monitor with macOS Compatibility 27MD5KL-B,LG 27 Inch UltraFine 5K IPS Monitor with macOS Compatibility 27MD5KL-B @ 27MD5KL-B,pcpricetracker.in/gen/products/6c0f54ca89470d95215c8ddd5f265a20
182,monitor,"Acer ED273 - 27 Inch Curved Gaming Monitor (4ms Response Time, Frameless, FHD VA Panel, DVI, HDMI, VGA, Speakers)","Acer ED273 - 27 Inch Curved Gaming Monitor (4ms Response Time, Frameless, FHD VA Panel, DVI, HDMI, VGA, Speakers) @ ED273  UM-HE3SS-003",pcpricetracker.in/gen/products/24fa5350d9913a829318ac01d729dd8f
183,monitor,"Acer Nitro QG271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD VA Panel, HDMI, VGA)","Acer Nitro QG271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD VA Panel, HDMI, VGA) @ Nitro QG271 UM-HQ1SS-001",pcpricetracker.in/gen/products/1adce6bb0146f11f496e9637f7b29b0d
184,monitor,ACER NITRO VG240YS 165HZ IPS GAMING MONITOR,ACER NITRO VG240YS 165HZ IPS GAMING MONITOR @ UM.QV0EE.S01,pcpricetracker.in/gen/products/c44d0a32dd89bc8e685e1586d32b9606
185,monitor,LG 27GN950-B 27 Inch UHD IPS Gaming Monitor,LG 27GN950-B 27 Inch UHD IPS Gaming Monitor @ 27GN950-B,pcpricetracker.in/gen/products/d85b87342881db68c687a81ba31bd27c
186,monitor,"Acer B247Y Dbmiprczx - 24 Inch Gaming Monitor (Adaptive-Sync, 4ms Response Time, 75Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, VGA, DisplayPort, Speakers)","Acer B247Y Dbmiprczx - 24 Inch Gaming Monitor (Adaptive-Sync, 4ms Response Time, 75Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, VGA, DisplayPort, Speakers) @ B247Y",pcpricetracker.in/gen/products/3eac73d195a6420f4a3a29b3b270e458
187,monitor,"Acer Nitro XV270 Pbmiiprx - 27 Inch Gaming Monitor (AMD FreeSync, 2ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, DisplayPort, Speakers)","Acer Nitro XV270 Pbmiiprx - 27 Inch Gaming Monitor (AMD FreeSync, 2ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, DisplayPort, Speakers) @ Nitro",pcpricetracker.in/gen/products/eb46f61ccac0ba4f75a36ba2c49f79cf
188,monitor,LG 27UL850-W 27â€³ 16:9 4K FreeSync IPS Gaming Monitor,LG 27UL850-W 27â€³ 16:9 4K FreeSync IPS Gaming Monitor @ 27UL850-W,pcpricetracker.in/gen/products/9a057f1a206a869a590dd98f74110948
189,monitor,"HP 27F 4K - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, 4K UHD IPS Panel, HDMI, DisplayPort)","HP 27F 4K - 27 Inch Gaming Monitor (AMD FreeSync, 5ms Response Time, Frameless, 4K UHD IPS Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/6a882721f21afe3eae803fbafb60f1d0
190,monitor,LG 32â€³ 16:9 QHD LCD Gaming Monitor 32GK650F-B,LG 32â€³ 16:9 QHD LCD Gaming Monitor 32GK650F-B @ 32GK650F-B,pcpricetracker.in/gen/products/4917dde1db5bd48359a7bb76272f5c5e
191,monitor,"ASUS TUF Gaming VG27AQ - 27 Inch Gaming Monitor (Adaptive-Sync, HDR, 1ms Response Time, 165Hz Refresh Rate, WQHD, IPS Panel, HDMI, DisplayPort, Speakers)","ASUS TUF Gaming VG27AQ - 27 Inch Gaming Monitor (Adaptive-Sync, HDR, 1ms Response Time, 165Hz Refresh Rate, WQHD, IPS Panel, HDMI, DisplayPort, Speakers) @ TUF",pcpricetracker.in/gen/products/5b464e47035679dcbf59e244e8cfce0d
192,monitor,"HP 22FW - 22 Inch Gaming Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","HP 22FW - 22 Inch Gaming Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA) @ 22FW",pcpricetracker.in/gen/products/337c33faf342b01051b5b5537eb89746
193,monitor,"HP 24M - 24 Inch Gaming Monitor (14ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)","HP 24M - 24 Inch Gaming Monitor (14ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA) @ 24M",pcpricetracker.in/gen/products/1c1f0adb157c1e3a4fc099b42a6220de
194,monitor,"ViewSonic VA2256-H - 22 Inch Gaming Monitor (AMD FreesSync, 5ms Response Time, Frameless, Flicker-Free, FHD IPS Panel, VGA, HDMI)","ViewSonic VA2256-H - 22 Inch Gaming Monitor (AMD FreesSync, 5ms Response Time, Frameless, Flicker-Free, FHD IPS Panel, VGA, HDMI) @ VA2256-H",pcpricetracker.in/gen/products/f55010f319cd5b5f54e29186e57c15ab
195,monitor,GIGABYTE G27F 27 INCH GAMING MONITOR,GIGABYTE G27F 27 INCH GAMING MONITOR @ G27F,pcpricetracker.in/gen/products/1173432734c8c63d4ed5b678fbc6db35
196,monitor,GIGABYTE G27FC 27 INCH GAMING MONITOR,GIGABYTE G27FC 27 INCH GAMING MONITOR @ G27FC,pcpricetracker.in/gen/products/c7c7e10f8e3d6a3054cdffba9e71eeea
197,monitor,GIGABYTE M27F 27 INCH GAMING MONITOR,GIGABYTE M27F 27 INCH GAMING MONITOR @ M27F,pcpricetracker.in/gen/products/36e2e2efadef0356ad73fc127cb5154e
198,monitor,GIGABYTE G27Q 27 INCH GAMING MONITOR,GIGABYTE G27Q 27 INCH GAMING MONITOR @ G27Q,pcpricetracker.in/gen/products/167f0c02cc557a5e1341800168b33789
199,monitor,GIGABYTE M27Q 27 INCH GAMING MONITOR,GIGABYTE M27Q 27 INCH GAMING MONITOR @ M27Q,pcpricetracker.in/gen/products/a28768e7361ffbf77ec12e583871a3f1
200,monitor,"BenQ GL2780 - 27 Inch Eye-Care Monitor (1ms Response Time, FHD TN Panel, Flicker-free, VGA, HDMI, DisplayPort, DVI-D, Speakers)","BenQ GL2780 - 27 Inch Eye-Care Monitor (1ms Response Time, FHD TN Panel, Flicker-free, VGA, HDMI, DisplayPort, DVI-D, Speakers) @ GL2780",pcpricetracker.in/gen/products/d36676c83714d47ca5082400e9883658
201,monitor,"Samsung LS24F350FHWXXL - 24 Inch Gaming Monitor ( Amd Freesync, 4ms Response Time, FHD AH IPS Panel, D-Sub, HDMI)","Samsung LS24F350FHWXXL - 24 Inch Gaming Monitor ( Amd Freesync, 4ms Response Time, FHD AH IPS Panel, D-Sub, HDMI) @ LS24F350FHWXXL",pcpricetracker.in/gen/products/91eba54d5c77654fa72a68c7e81f702a
